month;GPR globale;GPRHC_BEL;GPRHC_BRA;GPRHC_CHL;GPRHC_CHN;GPRHC_COL;GPRHC_DEU;GPRHC_DNK;GPRHC_EGY;GPRHC_ESP;GPRHC_FIN;GPRHC_FRA;GPRHC_IDN;GPRHC_IND;GPRHC_ITA;GPRHC_JPN;GPRHC_KOR;GPRHC_MEX;GPRHC_MYS;GPRHC_NLD;GPRHC_PER;GPRHC_PHL;GPRHC_POL;GPRHC_PRT;GPRHC_SAU;GPRHC_SWE;GPRHC_THA;GPRHC_TUR;GPRHC_TWN;GPRHC_USA;GPRHC_VNM;GPRHC_ZAF;;GPR Aggregato USA;GPR Aggregato Europe;GPR Aggregato Japan;GPR Aggregato Emerging
01/01/1985;102.173377990723;0.212170898914337;0.048220656812191;0.0289323944598436;0.192882627248764;0.048220656812191;0.35683286190033;0.00964413117617369;0.096441313624382;0.0675089210271835;0.096441313624382;0.337544590234756;0.00964413117617369;0.183238506317139;0.115729577839375;0.135017842054367;0.106085449457169;0.0675089210271835;0;0.144661977887154;0.048220656812191;0.0867971852421761;0.0771530494093895;0.0867971852421761;0.048220656812191;0.0578647889196873;0.260391563177109;0.0289323944598436;0.0385765247046947;2.94146013259888;0.405053526163101;0.221815019845963;;2.94146013259888;0.148519624676555;0.135017842054367;0.105070275450616
01/02/1985;117.102020263672;0.246964395046234;0.0308705493807793;0.0514509156346321;0.205803662538528;0.0926116481423378;0.524799346923828;0.0411607325077057;0.113192014396191;0.164642930030823;0.0205803662538528;0.60712081193924;0.0514509156346321;0.17493312060833;0.216093853116035;0.216093853116035;0.17493312060833;0.14406256377697;0.0411607325077057;0.0926116481423378;0.102901831269264;0.102901831269264;0.133772388100624;0.14406256377697;0.113192014396191;0.0411607325077057;0.195513486862183;0.0308705493807793;0;3.34430956840515;0.339576035737991;0.113192014396191;;3.34430956840515;0.209919738024473;0.216093853116035;0.116441547086364
01/03/1985;124.77815246582;0.107009097933769;0.0178348496556282;0.0802568197250366;0.133761376142502;0.0535045489668846;0.303192436695099;0.0089174248278141;0.160513639450073;0.115926519036293;0.0356696993112564;0.321027278900146;0;0.258605301380157;0.160513639450073;0.169431075453758;0.0535045489668846;0.115926519036293;0.0178348496556282;0.0802568197250366;0.0535045489668846;0.0267522744834423;0.089174248278141;0.0178348496556282;0.107009097933769;0.0089174248278141;0.178348496556282;0.0802568197250366;0;3.43320846557617;0.312109857797623;0.133761376142502;;3.43320846557617;0.115926519036293;0.169431075453758;0.0985610090980404
01/04/1985;87.9290008544922;0.0619249828159809;0.0353857055306435;0.0353857055306435;0.203467801213264;0.0884642601013184;0.415782034397125;0;0.123849965631962;0.0884642601013184;0.00884642638266087;0.230007082223892;0.0176928527653217;0.159235671162605;0.141542822122574;0.16808208823204;0.0619249828159809;0.141542822122574;0;0.0707714110612869;0.0265392772853374;0.0265392772853374;0.0973106846213341;0.00884642638266087;0.10615710914135;0.0353857055306435;0.0530785545706749;0.0796178355813026;0.0176928527653217;2.39738154411316;0.2123142182827;0.0884642601013184;;2.39738154411316;0.106157115101814;0.16808208823204;0.0828770440267889
01/05/1985;103.262847900391;0.122060380876064;0.0976483002305031;0.0650988668203354;0.138335093855858;0.0732362270355225;0.480104148387909;0.0162747167050838;0.0569615103304386;0.179021894931793;0.0406867936253548;0.431280016899109;0.0162747167050838;0.260395467281342;0.179021894931793;0.21157132089138;0.0895109474658966;0.162747174501419;0.0244120750576258;0.0650988668203354;0.0569615103304386;0.0406867936253548;0.113923020660877;0.0569615103304386;0.10578566044569;0.0650988668203354;0.0488241501152515;0.0325494334101677;0.00813735835254192;2.75042724609375;0.195296600461006;0.195296600461006;;2.75042724609375;0.163560909032822;0.21157132089138;0.0937937635340189
01/06/1985;148.782821655273;0.0505178086459637;0.0420981720089912;0.0757767111063004;0.101035617291927;0.0505178086459637;0.437821000814438;0;0.176812320947647;0.168392688035965;0.134714156389236;0.783026039600372;0.00841963477432728;0.564115524291992;0.479919165372849;0.185231953859329;0.0926159769296646;0.143133789300919;0.00841963477432728;0.0589374415576458;0.0168392695486546;0.0589374415576458;0.109455250203609;0.0505178086459637;0.101035617291927;0.0505178086459637;0.00841963477432728;0.0589374415576458;0.00841963477432728;4.52134370803833;0.143133789300919;0.277847945690155;;4.52134370803833;0.22143639177084;0.185231953859329;0.107682695514277
01/07/1985;133.905426025391;0.0747314319014549;0.0373657159507275;0.0186828579753637;0.186828583478928;0.0186828579753637;0.513778626918793;0.0560485757887363;0.130780011415482;0.196170017123222;0.0560485757887363;0.588510036468506;0.0186828579753637;0.523120045661926;0.345632880926132;0.242877155542374;0.196170017123222;0.0560485757887363;0.0467071458697319;0.0747314319014549;0.0373657159507275;0.0934142917394638;0.0934142917394638;0.0653900057077408;0.0934142917394638;0.0747314319014549;0.0747314319014549;0.121438577771187;0.0186828579753637;3.80196166038513;0.205511435866356;0.373657166957855;;3.80196166038513;0.204577301442623;0.242877155542374;0.123405196360852
01/08/1985;82.7841033935547;0.036989089101553;0.0462363585829735;0.0462363585829735;0.166450902819633;0.036989089101553;0.12946180999279;0;0.0832254514098167;0.120214536786079;0.0184945445507765;0.332901805639267;0.00924727227538824;0.295912712812424;0.0462363585829735;0.147956356406212;0.036989089101553;0.0554836317896843;0.00924727227538824;0.036989089101553;0.0462363585829735;0.0739781782031059;0.036989089101553;0.0462363585829735;0.036989089101553;0.036989089101553;0.0739781782031059;0.0554836317896843;0.0184945445507765;2.18235611915588;0.138709083199501;0.443869054317474;;2.18235611915588;0.0804512681439519;0.147956356406212;0.0900392287263745
01/09/1985;102.434494018555;0.0434367135167122;0.0694987401366234;0.00868734251707792;0.147684827446938;0.0434367135167122;0.304057002067566;0.0868734270334244;0.0781860798597336;0.104248113930225;0.0260620284825563;0.451741814613342;0.0173746850341558;0.295369654893875;0.156372159719467;0.234558254480362;0.104248113930225;0.156372159719467;0.0173746850341558;0.0868734270334244;0.0608113966882229;0.0260620284825563;0.0781860798597336;0.0868734270334244;0.0868734270334244;0.0434367135167122;0.0868734270334244;0.0434367135167122;0.0434367135167122;2.87551045417786;0.147684827446938;0.599426627159119;;2.87551045417786;0.138997482694685;0.234558254480362;0.111106539096095
01/10/1985;105.991912841797;0.106767408549786;0.0410643890500069;0.0246386341750622;0.15604467689991;0;0.37779238820076;0.0246386341750622;0.763797640800476;0.0985545367002487;0.0328515097498894;0.68988174200058;0;0.180683314800262;0.821287751197815;0.15604467689991;0.0657030194997787;0.0739158987998962;0.00821287743747234;0.123193167150021;0.0164257548749447;0.106767408549786;0.0903416574001312;0.0903416574001312;0.0985545367002487;0.0657030194997787;0.0410643890500069;0.0574901439249516;0.0246386341750622;3.22766089439392;0.15604467689991;0.271024972200394;;3.22766089439392;0.243101181462407;0.15604467689991;0.114548032907279
