Data;SPY;FEZ;EWJ;EEM;GLD;IEF;IBCX
04.11.2020;343.54;35.77;59.99;46.91;178.82;108.83;165.52
03.11.2020;336.03;35.33;60.09;45.48;178.92;107.92;165.14
02.11.2020;330.2;34.21;58.85;45.28;177.91;108.16;164.03
30.10.2020;326.54;33.59;58.24;44.71;176.2;107.98;163.91
29.10.2020;329.98;33.7;58.58;45.22;175.4;108.33;164.29
28.10.2020;326.66;33.61;58.14;44.77;176.13;108.78;165.33
27.10.2020;338.22;35.07;58.94;45.92;179.02;108.79;166.29
26.10.2020;339.39;35.69;58.73;45.72;178.55;108.55;166.15
23.10.2020;345.78;36.91;59.3;46.32;178.64;108.26;167.08
22.10.2020;344.61;36.52;59.27;46.05;178.83;108.11;166.53
21.10.2020;342.73;36.54;59.44;46.06;180.6;108.49;167.18
20.10.2020;343.38;37.02;58.98;45.93;179.25;108.63;166.67
19.10.2020;342.01;36.73;58.97;45.43;178.39;108.87;166.10
16.10.2020;347.29;36.92;58.9;45.56;178.3;109.05;165.31
15.10.2020;347.5;36.54;59.02;45.4;178.92;109.11;164.72
14.10.2020;347.93;37.16;59.52;45.73;178.27;109.23;165.30
13.10.2020;350.13;37.35;59.43;46.04;177.72;109.19;165.21
12.10.2020;352.43;37.89;59.62;46.23;180.56;108.95;166.22
09.10.2020;346.85;37.61;59.46;45.83;181.08;108.83;166.06
08.10.2020;343.78;37.28;59.47;45.52;177.85;108.88;165.04
07.10.2020;340.76;36.98;59.45;45.15;177.22;108.69;164.81
06.10.2020;334.93;36.6;59.14;44.66;177.3;109;164.55
05.10.2020;339.76;37.06;59.27;44.58;179.41;108.75;165.05
02.10.2020;333.84;36.38;58.79;43.99;178.54;109.44;163.98
01.10.2020;337.04;36.49;59.08;44.5;178.7;109.55;164.41
30.09.2020;334.89;36.35;59.07;44.09;177.12;109.49;163.85
29.09.2020;332.37;36.61;59.53;43.39;178.19;109.78;164.04
28.09.2020;334.19;36.54;59.58;43.42;176.7;109.7;162.87
25.09.2020;328.73;35.76;58.76;42.94;174.94;109.72;162.21
24.09.2020;323.5;35.85;58.67;42.9;175.44;109.63;162.77
23.09.2020;322.64;35.72;58.9;43.1;174.79;109.58;162.93
22.09.2020;330.3;36.29;58.56;43.78;178.65;109.58;163.46
21.09.2020;326.97;36.41;58.38;44.11;179.52;109.58;164.55
18.09.2020;330.65;37.95;59.26;44.52;183.2;109.38;165.76
17.09.2020;335.84;38.37;59.52;44.87;182.96;109.48;165.84
16.09.2020;338.82;38.25;59.45;45.05;183.97;109.44;165.67
15.09.2020;340.17;38.51;59.24;45.11;183.45;109.51;166.09
14.09.2020;338.46;38.29;58.97;44.64;183.89;109.56;166.27
11.09.2020;334.06;38.23;58.55;43.93;182.45;109.66;165.93
10.09.2020;333.89;37.89;57.8;43.51;182.46;109.49;165.03
09.09.2020;339.79;38.36;57.77;44.22;183.05;109.35;165.28
08.09.2020;333.21;37.38;57.57;43.57;181.29;109.41;165.03
04.09.2020;342.57;38.05;58.05;44.34;181.64;109.17;165.69
03.09.2020;345.39;38.01;57.73;44.32;181.14;109.78;165.90
02.09.2020;357.7;38.91;58.76;45.18;182.62;109.64;166.19
01.09.2020;352.6;38.14;58.18;45.3;185.05;109.49;166.32
31.08.2020;349.31;38.1;58.02;44.54;184.83;109.13;166.56
28.08.2020;350.58;38.62;58.1;45.55;184.39;109.01;166.32
27.08.2020;348.33;38.33;57.79;44.96;181.24;108.83;164.93
26.08.2020;347.57;38.85;58.33;45.34;183.36;109.22;165.03
25.08.2020;344.12;38.54;58.17;45.22;181.22;109.26;165.34
24.08.2020;342.92;38.35;58.25;44.77;181;109.52;165.35
21.08.2020;339.48;37.6;57.61;44.28;182.03;109.68;165.44
20.08.2020;338.28;37.99;57.77;44.06;183.5;109.6;166.18
19.08.2020;337.23;38.21;57.98;44.2;182.24;109.28;165.71
18.08.2020;338.64;38.26;58.29;44.75;188.18;109.43;166.71
17.08.2020;337.91;38.32;58.09;44.8;186.5;109.24;165.90
14.08.2020;336.84;38.12;57.85;44.24;182.54;109.06;165.24
13.08.2020;336.83;38.44;57.86;44.32;183.33;109;165.23
12.08.2020;337.44;38.73;57.93;44.45;179.1;109.23;165.08
11.08.2020;332.8;37.82;56.73;43.86;179.94;109.55;164.53
10.08.2020;335.57;37.55;56.27;43.98;190.15;109.93;164.79
07.08.2020;334.57;37.57;56;43.87;190.81;110.05;165.20
06.08.2020;334.33;37.77;55.98;44.79;193.89;110.28;166.40
05.08.2020;332.11;37.73;56.02;44.65;191.35;110.15;165.69
04.08.2020;330.06;37.52;56.06;44.17;189.59;110.52;165.05
03.08.2020;328.79;37.32;55.44;43.59;185.64;110.14;164.25
31.07.2020;326.52;36.55;54.33;43.29;185.43;110.2;164.32
30.07.2020;323.96;37.38;55.77;43.59;183.76;110.17;165.19
29.07.2020;325.12;38.11;56.62;44.15;185.13;110.02;164.63
28.07.2020;321.17;37.67;56.59;43.45;183.75;109.88;163.70
27.07.2020;323.22;37.94;56.94;43.81;182.23;109.61;164.09
24.07.2020;320.88;37.55;55.83;43.14;178.7;109.79;162.35
23.07.2020;322.96;37.83;55.89;43.18;177.18;109.84;161.72
22.07.2020;326.86;38.21;56.08;43.53;175.63;109.73;161.52
21.07.2020;325.01;38.08;56.23;43.72;173;109.7;160.81
20.07.2020;324.32;37.93;56.2;43.32;170.94;109.58;159.22
17.07.2020;321.72;37.66;56.16;42.77;170.12;109.51;158.59
16.07.2020;320.79;37.49;56.07;42.53;168.73;109.53;158.06
15.07.2020;321.85;37.6;56.65;43.14;170.34;109.45;158.01
14.07.2020;318.92;37.1;55.94;43.01;170.19;109.49;157.44
13.07.2020;314.84;36.47;55.5;42.95;169.4;109.5;156.58
10.07.2020;317.59;36.53;55.79;43.24;169.19;109.38;156.17
09.07.2020;314.38;36.1;55.07;43.52;169.63;109.6;155.75
08.07.2020;316.18;36.61;55.34;43.52;170.09;109.25;156.37
07.07.2020;313.78;36.28;55.38;42.42;169.04;109.42;155.40
06.07.2020;317.05;36.93;55.88;43.14;167.98;109.07;156.02
02.07.2020;312.23;36.19;55.17;41.36;166.98;109.23;155.03
01.07.2020;310.52;35.54;54.81;40.44;166.62;109.09;154.66
30.06.2020;308.36;35.53;54.92;39.99;167.37;109.26;154.75
29.06.2020;304.46;35.48;55.48;40.12;166.63;109.46;154.80
26.06.2020;300.05;34.94;55.47;39.94;166.54;109.35;154.08
25.06.2020;307.35;35.58;56.01;40.43;165.8;109.06;154.28
24.06.2020;304.09;35.04;55.38;40.26;165.9;109.04;154.48
23.06.2020;312.05;36.05;56.56;40.8;166.48;108.83;155.44
22.06.2020;310.62;35.66;56.41;40.41;165.09;108.87;154.87
19.06.2020;308.64;35.47;56.03;39.92;164.03;108.97;153.82
18.06.2020;311.78;35.7;56.3;39.93;162.24;108.93;154.25
17.06.2020;311.66;35.88;56.4;39.91;162.56;108.69;155.10
16.06.2020;312.96;35.74;56.15;39.53;162.25;108.52;155.49
15.06.2020;307.05;35.26;55.09;39.28;162.33;108.74;155.83
12.06.2020;304.21;34.93;56.14;39.87;162.62;108.83;154.90
11.06.2020;300.61;34.33;55.15;39.04;162.39;109.08;155.08
10.06.2020;319;36.66;57.57;41.19;163.57;108.69;156.60
09.06.2020;320.79;36.88;57.6;40.89;161.26;107.88;156.48
08.06.2020;323.2;37.61;57.9;41.17;159.72;107.5;156.45
05.06.2020;319.34;37.19;57.06;40.92;158.01;107.38;156.97
04.06.2020;311.36;36.12;56.25;39.87;161.28;107.92;156.39
03.06.2020;312.18;36.06;56.89;40.44;159.6;108.35;154.19
02.06.2020;308.08;34.68;56.5;39.52;162.6;109;152.97
01.06.2020;305.55;34.03;56.25;38.6;163.66;109.18;151.80
29.05.2020;304.32;33.36;55.41;37.73;162.91;109.22;151.34
28.05.2020;302.97;33.27;55.88;37.09;161.72;108.87;150.77
27.05.2020;303.53;32.96;55.16;37.35;161.18;108.97;149.60
26.05.2020;299.08;32.09;54.46;37.23;160.89;108.88;148.75
22.05.2020;295.44;31.18;52.67;36.43;163.21;109.16;147.41
21.05.2020;294.88;31.23;52.6;37.2;162.25;108.96;148.09
20.05.2020;296.93;31.53;53.17;37.63;164.65;108.89;148.05
19.05.2020;291.97;30.74;52.38;37.14;164.26;108.86;146.81
18.05.2020;295;31.17;53;37.44;162.69;108.56;146.83
15.05.2020;286.28;29.5;51.71;36.03;163.93;109.23;145.33
14.05.2020;284.97;29.43;51.62;36.53;163.01;109.3;145.09
13.05.2020;281.6;29.62;52.4;36.39;161.58;109.13;145.64
12.05.2020;286.67;30.18;52.15;36.46;160.04;108.9;146.37
11.05.2020;292.5;30.63;52.84;36.6;159.42;108.55;145.94
08.05.2020;292.44;30.82;52.34;36.84;160.42;108.85;146.57
07.05.2020;287.68;30.31;51.46;36.08;161.39;109.21;146.41
06.05.2020;284.25;29.77;50.7;35.79;158.95;108.55;145.76
05.05.2020;286.19;30.18;51.09;35.9;161.02;108.95;147.21
04.05.2020;283.57;30.24;50.6;35.7;160.34;109.03;148.00
01.05.2020;282.79;30.38;50.85;35.32;159.78;109.01;148.95
30.04.2020;290.48;31.07;51.76;36.64;158.8;108.86;148.95
29.04.2020;293.21;31.69;53.26;37.43;161.73;109.12;147.59
28.04.2020;285.73;30.63;52.34;36.37;160.84;109.17;146.37
27.04.2020;287.05;30.46;51.59;36.3;161.56;108.7;146.66
24.04.2020;282.97;29.87;50.89;35.58;162.64;109.28;146.03
23.04.2020;279.08;29.54;50.5;35.63;163.34;109.26;145.16
22.04.2020;279.1;29.86;50.43;35.76;161.73;109.18;145.12
21.04.2020;273.04;29.53;49.57;34.81;158.61;109.52;145.19
20.04.2020;281.59;30.3;50.04;35.8;159.7;109.22;145.77
17.04.2020;286.64;30.7;50.82;36.26;158.57;108.93;146.19
16.04.2020;279.1;29.63;50.15;35.47;161.71;109.22;145.26
15.04.2020;277.76;29.76;50.58;35.28;161.85;109.1;146.23
14.04.2020;283.79;31.13;51.09;36.21;162.68;108.14;147.71
13.04.2020;275.66;30.53;50.17;35.4;161.41;107.99;146.99
09.04.2020;278.2;30.9;50.38;35.35;158.69;108.23;146.99
08.04.2020;274.03;30.14;49.73;35.48;154.65;107.99;142.75
07.04.2020;265.13;29.8;49.85;35.12;156.04;108.13;142.80
06.04.2020;264.86;29.64;49.32;34.94;156.88;108.61;141.09
03.04.2020;248.19;27.94;46.57;33.13;152.65;109.1;140.73
02.04.2020;251.83;28.42;47.64;33.77;151.9;109.02;141.45
01.04.2020;246.15;28.01;47.04;32.67;149.45;109;142.87
31.03.2020;257.75;29.51;49.39;34.13;148.05;108.56;144.19
30.03.2020;261.65;29.81;50.79;33.9;152.92;108.37;144.82
27.03.2020;253.42;29.33;50.18;33.35;152.25;108.12;145.32
26.03.2020;261.2;30.54;50.24;35.36;153.24;107.32;143.98
25.03.2020;246.79;29.31;48.64;34.07;151.3;107.06;140.29
24.03.2020;243.15;28.26;47.74;32.91;153.4;107;139.33
23.03.2020;222.95;25.83;44.64;30.61;146.3;107.73;136.89
20.03.2020;228.8;25.63;45.11;31.36;140.11;106.47;136.97
19.03.2020;240.51;25.56;45;31.13;138.04;103.83;133.94
18.03.2020;240;25.19;44.38;30.89;140.7;103.49;131.76
17.03.2020;252.8;27.29;45.34;33.81;143.56;104.94;140.22
16.03.2020;239.85;25.95;43.22;31.63;141.64;107.64;144.24
13.03.2020;269.32;29.31;46.27;36.14;143.28;104.87;149.16
12.03.2020;248.11;27.6;44.8;33.71;147.79;105.56;149.87
11.03.2020;274.36;31.53;49.67;37.46;153.93;105.51;155.03
10.03.2020;288.42;33.33;51.41;39.29;154.48;106.57;154.52
09.03.2020;274.23;32.31;49.92;37.39;157.81;108.56;156.98
06.03.2020;297.46;35.64;52.6;40.13;157.55;107.6;157.54
05.03.2020;302.46;36.3;53.11;40.97;157.49;106.52;157.78
04.03.2020;312.86;37.57;54.09;41.85;154.16;105.58;156.36
03.03.2020;300.24;36.25;52.94;41.12;153.89;105.81;156.91
02.03.2020;309.09;36.75;53.63;41.4;149.2;104.6;155.81
28.02.2020;296.26;35.97;52.96;40.52;148.38;104.67;153.93
27.02.2020;297.51;36.26;53.02;40.67;154;103.51;154.22
26.02.2020;311.5;37.32;54.9;41.67;153.97;103.01;153.06
25.02.2020;312.65;37.31;54.63;41.34;153.3;103.06;153.16
24.02.2020;322.42;38.29;54.72;41.67;156.09;102.77;152.85
21.02.2020;333.48;40.02;56.63;43.29;154.7;101.98;152.99
20.02.2020;336.95;40.28;57.11;43.54;152.41;101.57;152.19
19.02.2020;338.34;40.52;57.48;44.23;151.79;101.27;152.37
18.02.2020;336.73;40.31;57.58;43.91;150.91;101.29;152.13
14.02.2020;337.6;40.49;58.45;44.2;149;101.13;152.59
13.02.2020;337.06;40.49;58.89;44.18;148.38;100.88;152.58
12.02.2020;337.42;40.79;59.41;44.77;147.54;100.79;152.98
11.02.2020;335.26;40.57;59.7;44.17;147.66;101.05;153.62
10.02.2020;334.68;40.38;59.4;43.6;148.17;101.29;153.74
07.02.2020;332.2;40.32;59.47;43.36;147.79;101.1;153.91
06.02.2020;333.98;40.6;60.05;43.97;147.4;100.61;154.43
05.02.2020;332.86;40.38;59.6;43.93;146.61;100.54;154.79
04.02.2020;329.06;39.95;59.07;43.68;146.43;100.98;155.55
03.02.2020;324.12;39.27;58.19;42.58;148.36;101.57;155.82
31.01.2020;321.73;39.1;57.75;42.11;149.33;101.66;156.31
30.01.2020;327.68;39.81;58.71;42.98;148.47;101.15;155.20
29.01.2020;326.62;39.85;58.79;43.63;148.46;101.05;154.81
28.01.2020;326.89;39.79;58.98;43.42;147.66;100.57;154.69
27.01.2020;323.5;39.35;58.46;43.06;148.99;100.91;154.80
24.01.2020;328.77;40.33;59.53;44.6;147.98;100.23;154.75
23.01.2020;331.72;40.4;59.76;44.96;147.12;99.87;154.99
22.01.2020;331.34;40.52;59.69;45.43;146.79;99.62;155.35
21.01.2020;331.3;40.67;59.42;45.06;146.74;99.61;155.17
17.01.2020;331.95;41.08;59.74;46.23;146.58;99.21;154.98
16.01.2020;330.92;40.9;59.7;45.97;146.31;99.29;155.51
15.01.2020;328.19;40.7;59.66;45.68;146.54;99.5;155.48
14.01.2020;327.45;40.77;59.88;46.04;145.69;99.25;154.96
13.01.2020;327.95;40.91;59.86;46.3;145.82;99.05;155.06
10.01.2020;325.71;40.81;59.52;45.59;146.91;99.17;155.06
09.01.2020;326.65;40.94;59.94;45.35;146.03;98.95;154.88
08.01.2020;324.45;40.77;59.52;45.05;146.86;98.88;154.98
07.01.2020;322.73;40.57;59.51;44.79;147.97;99.12;155.90
06.01.2020;323.64;40.8;59.41;44.82;147.39;99.26;156.56
03.01.2020;322.41;40.73;59.2;44.93;145.86;99.36;156.17
02.01.2020;324.87;41.26;59.86;45.78;143.95;98.71;156.05
31.12.2019;321.86;40.79;59.24;44.87;142.9;98.25;156.05
30.12.2019;321.08;40.59;59.05;44.77;142.63;98.61;156.05
27.12.2019;322.86;40.93;59.58;45.07;142.33;98.67;156.23
26.12.2019;322.94;40.79;59.69;44.89;142.38;98.53;154.92
24.12.2019;321.23;40.55;59.53;44.57;141.27;98.38;154.92
23.12.2019;321.22;40.62;59.77;44.67;139.95;98.21;154.92
20.12.2019;320.73;40.61;59.82;44.61;139.52;98.3;154.97
19.12.2019;320.9;40.51;59.86;44.52;139.38;98.3;155.35
18.12.2019;319.59;40.52;59.92;44.5;139.02;98.23;155.27
17.12.2019;319.57;40.67;60.16;44.26;139.01;98.49;156.01
16.12.2019;319.5;40.91;60.29;43.86;139.04;98.49;155.68
13.12.2019;317.32;40.5;60.73;44.15;139.05;98.95;155.41
12.12.2019;317.13;40.29;60.57;44.17;138.43;98.37;155.21
11.12.2019;314.42;39.93;60.42;43.42;138.92;99.15;155.73
10.12.2019;313.53;39.6;60.29;42.79;137.97;98.74;155.12
09.12.2019;313.88;39.5;60.32;42.64;137.58;98.86;154.65
06.12.2019;314.87;39.78;60.66;42.81;137.62;98.78;154.55
05.12.2019;312.02;39.54;59.97;42.56;139;99.08;154.98
04.12.2019;311.46;39.58;60.21;42.37;138.92;99.31;154.68
03.12.2019;309.55;39.2;59.54;42.06;139.11;99.7;154.86
02.12.2019;311.64;39.24;59.31;42.27;137.79;98.81;154.46
29.11.2019;314.31;39.72;59.43;42.28;137.86;99.17;154.02
27.11.2019;315.48;39.8;60;42.96;137.01;99.25;153.81
26.11.2019;314.08;39.8;59.88;42.91;137.74;99.51;154.18
25.11.2019;313.37;39.77;59.98;43.04;137.08;99.32;153.78
22.11.2019;310.96;39.64;59.57;42.61;137.74;99.28;153.84
21.11.2019;310.27;39.69;59.53;42.61;138;99.3;153.97
20.11.2019;310.77;39.63;59.47;42.7;138.76;99.54;154.46
19.11.2019;311.93;39.87;59.65;42.89;138.69;99.18;154.68
18.11.2019;312.02;39.91;59.84;42.8;138.62;98.99;154.62
15.11.2019;311.79;39.92;59.79;42.87;138.21;98.82;154.43
14.11.2019;309.55;39.63;59.44;42.53;138.56;98.9;154.09
13.11.2019;309.1;39.64;59.7;42.5;137.98;98.41;153.73
12.11.2019;309;39.75;59.91;42.83;137.43;98.14;153.62
11.11.2019;308.35;39.76;59.78;43.11;137.06;98.1;153.95
08.11.2019;308.94;39.77;59.93;43.42;137.39;97.99;153.86
07.11.2019;308.18;39.77;59.96;43.82;138.27;98.12;154.33
06.11.2019;307.1;39.67;59.61;43.5;140.45;98.91;155.00
05.11.2019;307.03;39.61;59.74;43.64;139.85;98.63;155.16
04.11.2019;307.37;39.65;59.66;43.39;142.15;99.16;155.93
01.11.2019;306.14;39.42;59.26;42.96;142.56;99.67;156.60
31.10.2019;303.33;39.17;58.68;42.32;142.43;99.86;156.41
30.10.2019;304.14;39.27;58.67;42.66;141.02;99.23;155.99
29.10.2019;303.21;39.07;58.51;42.47;140.25;98.75;155.50
28.10.2019;303.3;39.1;58.26;42.69;140.64;98.66;155.33
25.10.2019;301.6;39;58.09;42.44;141.86;99.03;155.23
24.10.2019;300.37;39.04;58.12;42.15;141.53;99.24;155.61
23.10.2019;299.88;39.03;58.09;42.15;140.53;99.26;155.83
22.10.2019;299.01;38.78;57.85;42.14;140.2;99.23;155.66
21.10.2019;299.99;39;57.78;42.11;139.79;99;155.79
18.10.2019;297.97;38.83;57.37;41.73;140.46;99.36;156.18
17.10.2019;299.28;38.77;57.48;41.95;140.61;99.27;155.66
16.10.2019;298.4;38.68;57.63;41.79;140.41;99.31;154.83
15.10.2019;298.88;38.61;57.75;41.67;139.61;99.11;154.45
14.10.2019;295.95;38.1;56.9;41.3;140.59;99.59;154.44
11.10.2019;296.28;38.11;57.15;41.48;140.03;99.32;154.61
10.10.2019;293.24;37.35;56.45;40.82;140.81;100;154.10
09.10.2019;291.27;36.98;56.52;40.41;142.05;100.63;153.99
08.10.2019;288.53;36.55;56.03;40.1;141.92;100.89;153.98
07.10.2019;293.08;36.95;56.36;40.39;140.69;100.67;154.11
04.10.2019;294.35;36.94;56.72;40.72;141.9;101.01;154.27
03.10.2019;290.42;36.65;56.07;40.55;141.9;100.82;154.04
02.10.2019;288.06;36.38;55.79;40.03;141.26;100.29;153.81
01.10.2019;293.24;37.33;56.49;40.34;139.63;99.95;153.75
30.09.2019;296.77;37.74;56.74;40.62;138.87;99.67;153.18
27.09.2019;295.4;37.5;56.48;40.4;141.06;99.59;153.61
26.09.2019;297;37.57;57.3;40.92;141.79;99.45;153.44
25.09.2019;297.62;37.38;57.2;40.93;141.83;99.24;153.63
24.09.2019;295.87;37.62;56.97;40.96;144.51;99.89;154.72
23.09.2019;298.21;37.77;56.89;41.4;143.75;99.4;154.21
20.09.2019;298.28;37.96;56.95;41.36;142.95;99.25;154.33
19.09.2019;301.08;38.04;57.08;41.32;141.28;98.69;154.62
18.09.2019;301.1;37.91;56.66;41.49;140.71;98.64;154.47
17.09.2019;300.92;37.92;56.78;41.66;141.6;98.61;155.00
16.09.2019;300.16;37.67;56.57;41.66;141.32;98.35;154.41
13.09.2019;301.09;38.14;56.87;41.99;140.15;97.92;155.42
12.09.2019;301.29;38.04;56.21;41.75;141.32;98.83;155.49
11.09.2019;300.25;37.68;55.84;41.45;141.03;99.05;154.84
10.09.2019;298.13;37.53;55.35;41.16;140.18;99.15;155.40
09.09.2019;298.2;37.49;55.19;41.13;141.39;99.87;155.73
06.09.2019;298.05;37.36;54.83;41;141.92;100.49;155.88
05.09.2019;297.82;37.34;54.64;40.82;143.14;100.43;155.76
04.09.2019;294.04;37.03;54.25;40.37;146.66;101.25;156.23
03.09.2019;290.74;36.5;53.95;39.7;145.75;101.09;155.62
30.08.2019;292.45;36.66;53.92;39.95;143.75;100.87;156.06
29.08.2019;292.58;36.67;53.75;39.64;144.12;100.84;156.93
28.08.2019;288.89;36.19;53.37;39.2;145.16;101.03;157.30
27.08.2019;286.87;36.2;53.39;39.09;145.57;101;157.55
26.08.2019;288;36.19;53.56;39.02;144.19;100.57;157.48
23.08.2019;284.85;35.83;52.79;38.82;144.17;100.66;158.22
22.08.2019;292.36;36.38;53.39;39.4;141.4;99.99;157.13
21.08.2019;292.45;36.51;53.47;39.92;141.76;100.21;157.35
20.08.2019;290.09;36.03;53.29;39.54;142.21;100.48;157.65
19.08.2019;292.33;36.18;53.4;39.46;141.11;100.03;157.21
16.08.2019;288.85;35.88;53.41;39.3;142.78;100.51;157.37
15.08.2019;284.65;35.46;52.86;38.77;143.7;100.78;157.90
14.08.2019;283.9;35.46;52.36;38.51;142.75;100.14;157.90
13.08.2019;292.55;36.56;53.66;39.65;141.78;99.48;158.38
12.08.2019;288.07;36.13;53.06;39.15;142.63;99.83;158.71
09.08.2019;291.62;36.42;53.57;39.63;141.26;99.2;158.51
08.08.2019;293.62;36.61;54.14;40.04;141.73;99.35;158.22
07.08.2019;287.97;36.28;53.76;39.55;141.02;99.34;158.26
06.08.2019;287.8;36.03;53.39;39.37;138.91;99.34;157.94
05.08.2019;283.82;35.86;52.72;38.82;137.79;99.19;157.85
02.08.2019;292.62;36.55;54.06;40.31;135.89;98.34;156.73
01.08.2019;294.84;36.99;54.34;40.7;136.41;98.13;156.58
31.07.2019;297.43;37.15;54.35;41.52;133.21;97.03;156.42
30.07.2019;300.72;37.46;54.39;42.04;134.98;96.78;157.44
29.07.2019;301.46;38.16;54.74;42.36;134.53;96.74;157.45
26.07.2019;302.01;38.09;54.81;42.44;133.64;96.65;157.09
25.07.2019;300;37.96;54.67;42.35;133.42;96.67;157.28
24.07.2019;301.44;38.36;55.26;42.73;134.37;96.84;157.21
23.07.2019;300.03;38.35;55.19;42.66;133.69;96.7;156.90
22.07.2019;297.9;38.01;54.75;42.61;134.45;96.86;157.40
19.07.2019;297.17;37.88;54.67;42.6;134.47;96.81;157.38
18.07.2019;298.83;38.18;54.53;42.82;136.48;96.99;157.91
17.07.2019;297.74;38.11;54.67;42.56;134.58;96.75;157.18
16.07.2019;299.71;38.25;54.72;42.69;132.4;96.3;156.75
15.07.2019;300.75;38.32;55.13;42.75;133.53;96.51;157.35
12.07.2019;300.65;38.28;55.09;42.59;133.53;96.31;157.18
11.07.2019;299.31;38.27;55.07;42.56;132.7;96.2;156.95
10.07.2019;298.61;38.3;54.97;42.64;133.83;96.68;157.00
09.07.2019;297.19;38.23;54.64;42.28;131.75;96.63;156.58
08.07.2019;296.82;38.31;55.13;42.41;131.29;96.69;156.82
05.07.2019;298.46;38.51;55.45;42.67;132.14;96.78;157.01
03.07.2019;298.8;38.79;55.69;42.97;133.63;97.4;157.76
02.07.2019;296.43;38.47;55.53;43.05;133.41;97.22;157.57
01.07.2019;295.66;38.34;55.36;43.16;130.62;96.87;157.47
28.06.2019;293;38.3;54.58;42.65;133.2;96.99;158.33
27.06.2019;291.5;38;54.36;42.71;132.84;96.95;158.29
26.06.2019;290.47;37.93;54.14;42.41;132.97;96.66;158.17
25.06.2019;290.76;37.86;54.22;42.02;134.2;97.06;158.43
24.06.2019;293.64;38.13;54.46;42.45;133.94;96.91;158.83
21.06.2019;294;38.07;54.46;42.51;131.98;96.57;158.40
20.06.2019;295.86;38.89;55;42.65;131.11;96.97;157.47
19.06.2019;293.06;38.51;54.47;42.04;127.89;96.81;155.84
18.06.2019;292.4;38.34;53.99;41.69;127.12;96.55;155.51
17.06.2019;289.37;37.62;53.67;40.7;126.48;96.36;154.83
14.06.2019;289.26;37.61;54;40.85;126.56;96.38;154.67
13.06.2019;289.58;37.9;54.14;41.31;126.6;96.31;155.49
12.06.2019;288.39;37.86;54.2;41.38;125.83;96.07;156.00
11.06.2019;288.9;38.16;54.81;41.83;125.18;95.82;156.66
10.06.2019;288.97;37.93;54.63;41.36;125.33;95.82;156.34
07.06.2019;287.65;37.92;54.38;40.93;126.59;96.3;156.61
06.06.2019;284.8;37.32;53.73;40.62;125.88;95.92;155.49
05.06.2019;282.96;37.19;53.67;40.6;125.47;95.94;154.60
04.06.2019;280.53;37.25;53.64;40.92;125.15;95.94;154.68
03.06.2019;274.57;36.59;53.03;40.83;125.11;96.29;154.19
31.05.2019;275.27;36.29;52.72;40.47;123.33;95.83;153.31
30.05.2019;279.03;36.68;53.29;40.33;121.69;95.19;152.79
29.05.2019;278.27;36.5;53.05;40.11;120.87;94.85;152.66
28.05.2019;280.15;36.85;53.3;39.85;120.83;94.89;153.09
24.05.2019;282.78;37.28;53.75;39.71;121.3;94.47;153.52
23.05.2019;282.14;36.82;52.93;39.67;121.17;94.5;153.12
22.05.2019;285.63;37.27;53.33;40.19;120.24;93.93;152.88
21.05.2019;286.51;37.37;53.77;40.39;120.36;93.65;153.09
20.05.2019;283.95;37.15;53.4;39.88;120.64;93.75;153.44
17.05.2019;285.84;37.56;53.69;40.05;120.65;93.91;153.39
16.05.2019;287.7;37.74;53.89;40.78;121.51;93.87;153.52
15.05.2019;285.06;37.31;53.67;40.98;122.39;94.05;153.70
14.05.2019;283.4;37.05;53.59;40.9;122.46;93.75;153.55
13.05.2019;280.86;36.69;52.85;40.34;122.67;93.84;153.85
10.05.2019;288.1;37.52;54.07;41.73;121.43;93.37;154.10
09.05.2019;286.66;37.28;53.7;41.48;121.2;93.44;153.93
08.05.2019;287.53;37.44;54.05;42.15;120.91;93.19;153.78
07.05.2019;287.93;37.19;54.38;42.21;121.21;93.36;154.01
06.05.2019;292.82;38.11;55.39;43.05;120.81;93.05;154.09
03.05.2019;294.03;38.44;55.96;43.95;120.65;92.81;154.16
02.05.2019;291.18;38.1;55.25;43.44;119.94;92.69;153.79
01.05.2019;291.81;38.26;55.23;43.34;120.4;92.95;154.39
30.04.2019;294.02;38.55;55.42;43.67;121.2;92.99;154.39
29.04.2019;293.87;38.21;55.62;43.71;120.83;92.81;153.95
26.04.2019;293.41;37.99;55.4;43.62;121.37;93;153.47
25.04.2019;292.05;37.95;54.9;43.45;120.57;92.76;153.08
24.04.2019;292.23;37.99;54.78;43.51;120.47;92.87;153.40
23.04.2019;292.88;38.28;55.46;44.1;120.12;92.52;153.95
22.04.2019;290.27;38.31;55.15;44;120.37;92.35;154.07
18.04.2019;290.02;38.31;55.35;44.29;120.37;92.48;154.07
17.04.2019;289.45;38.29;55.27;44.32;120.28;92.26;154.54
16.04.2019;290.16;37.98;55.27;44.19;120.51;92.25;154.33
15.04.2019;289.97;37.95;55.05;43.87;121.6;92.56;154.70
12.04.2019;290.16;37.94;55.06;44.09;121.83;92.44;154.55
11.04.2019;288.21;37.64;54.78;43.78;121.95;92.87;154.05
10.04.2019;288.29;37.59;54.95;44.25;123.53;93.08;154.46
09.04.2019;287.31;37.42;54.94;44.04;123.15;92.86;154.06
08.04.2019;288.79;37.63;55.24;44.13;122.51;92.69;153.95
05.04.2019;288.57;37.61;55.37;44.13;121.98;92.84;153.35
