Data;SPY;FEZ;EWJ;EEM;GLD;IEF;IBCX
06.12.2013;180.94;40.29;47.76;41.69;118.55;79.52;174.49
05.12.2013;178.94;39.62;47.16;40.78;118.3;79.45;173.85
04.12.2013;179.73;39.96;47.56;41.02;119.96;79.64;173.32
03.12.2013;179.75;40.31;47.92;41.07;117.96;80.01;173.80
02.12.2013;180.53;40.86;48.12;41.21;117.58;79.87;173.09
29.11.2013;181;41.17;48.24;42.1;120.7;80.21;173.85
27.11.2013;181.12;41.09;48.28;41.67;119.46;80.26;173.43
26.11.2013;180.68;40.93;48.08;41.4;119.82;80.44;174.45
25.11.2013;180.63;40.71;48.28;41.26;120.46;80.26;173.58
22.11.2013;180.81;40.76;48.64;41.8;119.92;80.2;173.93
21.11.2013;179.91;40.4;48.68;41.5;119.94;79.97;173.08
20.11.2013;178.47;39.98;48.48;41.54;120.12;79.9;172.71
19.11.2013;179.03;40.45;48.46;42.12;122.95;80.34;173.88
18.11.2013;179.42;40.69;48.76;42.37;122.9;80.64;173.70
15.11.2013;180.05;40.47;48.84;41.99;124.32;80.36;173.46
14.11.2013;179.27;40.33;48.16;41.21;124.27;80.42;173.08
13.11.2013;178.38;40.19;47.76;40.56;122.85;80.04;173.21
12.11.2013;176.96;40.01;47.4;40.49;122.45;79.7;172.35
11.11.2013;177.32;40.23;46.8;40.7;123.87;79.78;172.09
08.11.2013;177.29;39.87;46.86;40.91;124.28;79.82;171.65
07.11.2013;174.93;39.75;46.52;41;126.16;80.72;172.71
06.11.2013;177.17;40.59;47.38;41.76;127.2;80.51;173.33
05.11.2013;176.27;40.12;46.76;41.63;126.56;80.26;172.81
04.11.2013;176.83;40.69;47.16;42.48;126.81;80.63;173.69
01.11.2013;176.21;40.55;47.12;42.22;126.95;80.47;173.30
31.10.2013;175.79;40.83;47.62;42.2;127.74;80.92;174.48
30.10.2013;176.29;40.87;47.88;42.64;129.6;81.01;176.23
29.10.2013;177.17;41.12;47.88;42.88;129.77;81.23;175.90
28.10.2013;176.23;40.85;47.52;42.74;130.56;81.12;176.24
25.10.2013;175.95;41.11;47.36;42.49;130.46;81.19;176.47
24.10.2013;175.15;41.14;48.06;42.29;129.9;81.05;176.39
23.10.2013;174.57;40.81;47.6;42.38;128.69;81.22;176.14
22.10.2013;175.41;41.13;48.58;43.39;129.34;81.08;176.12
21.10.2013;174.4;40.66;48.36;42.98;126.98;80.52;174.43
18.10.2013;174.39;40.72;48.32;43.05;126.85;80.57;174.52
17.10.2013;173.22;40.48;48.28;43.01;127.42;80.56;174.16
16.10.2013;172.07;40.02;47.88;42.74;123.54;80.11;171.84
15.10.2013;169.7;39.63;47.44;42.4;123.73;79.72;171.75
14.10.2013;170.94;39.76;47.84;42.82;122.83;79.71;172.40
11.10.2013;170.26;39.59;47.76;42.57;122.6;79.97;172.11
10.10.2013;169.17;39.55;47.68;42.38;124.27;79.86;171.61
09.10.2013;165.6;38.6;47;41.41;126.11;80.03;171.87
08.10.2013;165.48;38.48;45.92;41.1;127.4;80.17;172.40
07.10.2013;167.43;38.78;46.08;41.5;127.64;80.21;172.64
04.10.2013;168.89;38.92;46.96;41.86;126.53;80.14;172.11
03.10.2013;167.62;38.69;46.86;41.32;127.18;80.36;172.97
02.10.2013;169.18;38.97;47.24;41.47;127.06;80.25;172.45
01.10.2013;169.34;38.88;47.48;41.32;124.59;80.12;171.64
30.09.2013;168.01;38.41;47.68;40.51;128.18;80.29;171.74
27.09.2013;168.91;38.7;48.08;40.99;128.97;80.16;171.83
26.09.2013;169.69;38.69;48.44;41.47;127.79;80.05;171.20
25.09.2013;169.04;38.71;47.68;41.3;128.79;80.22;171.71
24.09.2013;169.53;38.56;47.8;41.62;127.66;80;170.86
23.09.2013;169.93;38.47;47.74;41.97;127.55;79.71;170.78
20.09.2013;170.72;38.59;47.6;41.82;127.96;79.41;170.93
19.09.2013;172.76;38.95;48;42.78;131.75;79.33;171.11
18.09.2013;173.05;39.13;48.24;43.02;132.01;79.61;170.29
17.09.2013;171.07;37.97;46.8;41.28;126.5;78.63;168.36
16.09.2013;170.31;37.8;47;41.37;126.45;78.48;168.28
13.09.2013;169.33;37.49;46.4;40.91;127.82;78.3;167.43
12.09.2013;168.95;37.28;46.16;40.64;127.67;78.2;167.50
11.09.2013;169.4;37.48;46.48;41.12;131.7;78.19;167.33
10.09.2013;168.87;37.12;46.8;41.1;131.74;77.8;166.48
09.09.2013;167.63;36.55;46.44;40.79;133.91;78.16;166.68
06.09.2013;166.04;36.13;45.28;39.74;134.15;78.01;165.80
05.09.2013;165.96;35.72;45.12;39.16;132.2;77.53;164.45
04.09.2013;165.75;35.8;45.24;38.7;134.66;78.13;166.18
03.09.2013;164.39;35.61;44.56;38.03;136.42;78.39;165.67
30.08.2013;163.65;35.27;43.48;37.79;134.62;78.84;166.79
29.08.2013;164.17;35.69;44.36;37.5;135.87;78.99;167.02
28.08.2013;163.91;35.83;44.4;37.21;136.71;78.91;168.11
27.08.2013;163.33;35.91;44.28;37.13;136.75;79.23;170.03
26.08.2013;166;36.91;44.76;38;135.45;78.78;169.57
23.08.2013;166.62;37.17;45.28;38.42;134.9;78.63;169.47
22.08.2013;166.06;36.93;44.52;37.97;132.81;78.19;169.24
21.08.2013;164.56;36.36;44.24;37.36;132.07;78.22;169.54
20.08.2013;165.58;36.74;44.88;38.26;132.45;78.71;170.59
19.08.2013;164.77;36.81;45.28;38.33;132.01;78.29;169.39
16.08.2013;165.83;37.29;45.38;39.06;132.58;78.63;169.46
15.08.2013;166.38;37.11;45.4;39.4;131.69;78.93;169.00
14.08.2013;168.74;37.13;46.04;39.86;129;79.37;169.00
13.08.2013;169.61;37.11;46.28;39.73;127.74;79.3;168.86
12.08.2013;169.11;36.94;45.88;39.49;129.13;80.02;169.98
09.08.2013;169.31;37.07;45.92;39.12;126.86;80.18;170.65
08.08.2013;169.8;37.1;45.9;39.04;126.86;80.13;171.05
07.08.2013;169.18;36.58;46.12;38.31;124.15;80.01;170.27
06.08.2013;169.73;36.41;47;38.73;123.97;79.72;169.81
05.08.2013;170.7;36.57;46.96;39.22;125.7;79.69;169.13
02.08.2013;170.95;36.72;46.84;39.47;126.36;79.95;169.63
01.08.2013;170.66;36.58;46.12;39.48;126.61;79.27;168.56
31.07.2013;168.71;36.07;44.9;38.78;127.96;79.98;169.49
30.07.2013;168.59;35.85;44.92;39;128.12;79.92;168.91
29.07.2013;168.59;35.79;44.52;39.09;128.47;79.94;168.77
26.07.2013;169.11;35.97;45.52;39.59;128.78;80.11;168.92
25.07.2013;168.93;35.9;46.6;39.68;128.67;80.04;168.77
24.07.2013;168.52;35.64;47.46;39.45;127.48;79.92;168.06
23.07.2013;169.14;35.36;47.88;39.86;129.71;80.46;168.81
22.07.2013;169.5;35.23;47.92;39.43;128.84;80.56;168.36
19.07.2013;169.17;35.05;47.8;39.04;125.11;80.56;167.79
18.07.2013;168.87;34.94;48.16;39.15;124.01;80.13;167.42
17.07.2013;167.95;34.5;47.92;39.62;123.32;80.5;167.34
16.07.2013;167.53;34.45;47.48;39.26;124.89;80.15;167.84
15.07.2013;168.16;34.44;47.88;39.1;124.18;80.11;166.40
12.07.2013;167.51;34.29;47.44;38.71;124.13;79.86;166.61
11.07.2013;167.44;34.54;47.52;39.12;124.24;79.92;166.75
10.07.2013;165.19;33.62;46.16;37.3;120.95;79.13;165.05
09.07.2013;165.13;33.42;46.32;37.65;120.62;79.41;162.66
08.07.2013;163.94;33.45;46.08;37.17;119.51;79.28;163.30
05.07.2013;163.02;32.92;46.4;37.12;118.09;78.82;162.56
03.07.2013;161.28;32.8;45.8;37.35;120.74;80.16;164.53
02.07.2013;161.21;32.89;45.76;37.7;120.05;80.32;164.14
01.07.2013;161.36;33.45;45.44;38.39;121.13;80.29;165.12
28.06.2013;160.42;33.13;44.88;38.27;119.11;80.26;164.18
27.06.2013;161.08;33.41;44.52;38.05;115.94;80.35;164.33
26.06.2013;160.14;33.22;43.62;37.79;118.28;79.92;163.43
25.06.2013;158.57;32.75;43.82;37.21;123.47;79.6;163.57
24.06.2013;157.06;32.44;43.28;36.43;123.93;79.7;163.76
21.06.2013;159.07;32.99;44.5;37.19;125.05;79.89;165.40
20.06.2013;159.4;34;42.94;36.66;123.6;80.74;167.08
19.06.2013;163.45;35.33;44.8;38.38;130.59;81.11;169.68
18.06.2013;165.74;36.21;45.36;39.6;132.13;82.24;170.81
17.06.2013;164.44;36.01;44.6;39.43;133.77;82.29;170.76
14.06.2013;163.18;35.45;43.44;39.07;134.43;82.48;170.42
13.06.2013;164.21;35.84;44.84;39.7;133.74;82.37;170.27
12.06.2013;161.75;35.38;43.8;38.88;134.25;81.75;169.82
11.06.2013;163.1;35.51;43.68;39.14;133.25;82.12;169.47
10.06.2013;164.8;35.96;44.56;39.9;133.94;81.92;169.35
07.06.2013;164.8;35.97;44;40.45;133.28;82.12;169.12
06.06.2013;162.73;35.59;42.36;40.65;136.53;82.77;169.57
05.06.2013;161.27;35.35;42.4;40.32;135.52;82.66;168.06
04.06.2013;163.56;35.88;44.08;41.05;135.23;82.26;167.92
03.06.2013;164.35;36.14;42.84;41.56;136.51;82.48;168.01
31.05.2013;163.44;35.79;43.36;40.95;133.92;82.36;167.28
30.05.2013;165.83;36.58;44.36;41.71;136.7;82.58;167.92
29.05.2013;165.22;36.23;44.6;41.71;134.83;82.58;166.38
28.05.2013;166.3;36.38;45.36;42.25;133.49;82.24;166.84
24.05.2013;165.31;36;45.62;42.01;133.76;83.22;168.06
23.05.2013;165.45;36.07;46.48;42.38;134.61;83.19;168.06
22.05.2013;165.93;36.08;48.52;42.7;131.94;83.1;167.50
21.05.2013;167.17;36.4;49.04;43.18;132.88;83.76;167.81
20.05.2013;166.93;36.38;48.76;43.27;135.12;83.54;167.71
17.05.2013;166.94;36.31;48.44;43.16;131.07;83.61;167.39
16.05.2013;165.34;35.89;47.68;42.97;134.09;84.06;167.67
15.05.2013;166.12;36.12;48.38;43.12;134.63;83.66;167.46
14.05.2013;165.23;36.09;47.96;43.11;137.81;83.44;167.97
13.05.2013;163.54;35.94;47.64;42.91;138.43;83.78;168.57
10.05.2013;163.41;36.12;47.04;43.31;139.6;83.93;168.71
09.05.2013;162.88;35.97;47.04;43.65;140.81;84.41;169.97
08.05.2013;163.34;36.46;47.4;43.96;142.46;84.42;171.31
07.05.2013;162.6;35.95;47;43.63;140.38;84.32;170.17
06.05.2013;161.78;35.74;46.92;43.32;142.15;84.44;170.39
03.05.2013;161.37;35.89;47.12;43.26;142.09;84.55;170.86
02.05.2013;159.75;35.27;46.46;42.9;141.92;85.27;170.28
01.05.2013;158.28;35.03;46.28;42.56;141.11;85.27;171.21
30.04.2013;159.68;35.29;46.8;43.03;142.77;85;171.21
29.04.2013;159.3;35.33;46.44;42.42;142.3;85.01;170.11
26.04.2013;158.24;34.57;46.16;41.99;140.91;85.04;168.99
25.04.2013;158.52;34.47;46.28;42.41;141.63;84.74;168.64
24.04.2013;157.88;34.6;46.02;42.04;138.37;84.83;168.63
23.04.2013;157.78;34.1;45.74;41.79;136.88;84.79;168.11
22.04.2013;156.17;33.31;45.32;41.59;137.9;84.85;168.93
19.04.2013;155.48;33.03;45.36;41.39;135.47;84.8;168.41
18.04.2013;154.14;32.76;44.86;40.8;134.3;84.85;168.48
17.04.2013;155.11;32.79;45.18;40.79;132.87;84.8;168.24
16.04.2013;157.41;33.96;45.52;41.45;132.8;84.64;169.86
15.04.2013;155.12;33.31;45.07;40.62;131.31;84.89;168.12
12.04.2013;158.8;34.14;45.44;41.62;143.95;84.7;169.01
11.04.2013;159.19;34.33;45.36;42.27;151.05;84.23;168.58
10.04.2013;158.67;34.08;44.84;42.24;150.75;84.14;168.05
09.04.2013;156.75;33.37;43.92;41.84;153.34;84.49;168.16
08.04.2013;156.21;33.22;44.28;41.43;152.16;84.46;167.15
05.04.2013;155.16;33.08;43.84;41.36;152.81;84.73;166.90
04.04.2013;155.86;33.36;43.6;41.46;150.29;84.46;166.05
03.04.2013;155.23;33.18;41.88;41.58;150.73;84.13;164.73
02.04.2013;156.82;33.42;42.02;42.07;152.43;83.78;164.04
01.04.2013;156.05;32.85;41.52;42.06;154.67;83.94;164.04
28.03.2013;156.67;33.04;43.2;42.51;154.47;83.72;164.04
27.03.2013;156.19;32.78;43.28;42.42;155.36;83.87;163.80
26.03.2013;156.19;33.33;43.06;42.27;154.72;83.52;164.73
25.03.2013;154.95;33.35;42.68;41.67;155.24;83.43;164.65
22.03.2013;155.6;34.29;43.08;41.71;155.55;83.37;166.11
21.03.2013;154.36;33.87;42.92;41.55;156.25;83.34;165.10
20.03.2013;155.69;34.36;42.92;41.98;155.37;83.12;165.49
19.03.2013;154.61;33.81;42.6;41.74;156.08;83.44;165.05
18.03.2013;154.97;34.1;42.36;42.03;155.38;83.18;165.70
15.03.2013;155.83;34.84;42.56;42.51;154;82.91;167.07
14.03.2013;156.73;34.95;42.16;42.9;153.68;82.62;166.06
13.03.2013;155.91;34.47;41.92;42.72;153.66;82.6;165.49
12.03.2013;155.68;34.65;41.66;43.13;154.19;82.67;166.34
11.03.2013;156.03;34.81;42.12;43.63;152.99;82.44;166.25
08.03.2013;155.44;34.78;41.86;43.87;152.71;82.4;165.63
07.03.2013;154.78;34.68;41.68;43.49;152.69;82.82;166.86
06.03.2013;154.5;34.35;42.08;43.37;153.23;83.14;165.42
05.03.2013;154.29;34.21;41.56;43.15;152.38;83.41;166.40
04.03.2013;152.92;33.73;41.48;42.65;152.3;83.49;166.14
01.03.2013;152.11;33.47;41.24;43.05;152.44;83.69;166.10
28.02.2013;151.61;33.68;40.84;42.95;153;83.48;166.42
27.02.2013;151.91;33.85;40.68;43.15;154.57;83.36;167.52
26.02.2013;150.02;33.12;40.72;42.68;156.22;83.4;166.63
25.02.2013;149;32.94;39.96;42.44;154.34;83.56;166.35
22.02.2013;151.89;34.28;40.52;43.02;152.97;82.92;167.67
21.02.2013;150.42;33.44;39.88;42.83;152.62;82.82;167.52
20.02.2013;151.34;34.24;40.36;43.42;151.44;82.65;168.33
19.02.2013;153.25;35.03;40.24;43.82;155.33;82.47;170.83
15.02.2013;152.11;34.29;39.64;43.73;155.76;82.61;170.29
14.02.2013;152.29;34.63;39.76;43.88;158.35;82.68;170.42
13.02.2013;152.15;35.09;40.16;43.91;159.05;82.33;171.14
12.02.2013;152.02;34.94;40.32;43.69;159.89;82.62;171.14
11.02.2013;151.77;34.47;40.6;43.57;159.7;82.71;170.63
08.02.2013;151.8;34.56;40.16;43.59;161.57;82.79;170.08
07.02.2013;150.96;34.28;40.32;43.27;161.84;82.73;170.54
06.02.2013;151.16;34.84;40.2;43.66;162.39;82.69;171.81
05.02.2013;151.05;35.25;39.67;43.71;161.96;82.44;172.32
04.02.2013;149.53;34.78;39.8;43.66;162;82.74;171.66
01.02.2013;151.24;36.4;39.76;44.24;161.45;82.26;173.11
31.01.2013;149.7;35.94;39.88;43.95;161.2;82.54;172.19
30.01.2013;150.07;36.33;39.8;43.87;162.19;82.47;171.90
29.01.2013;150.66;36.35;39.4;44.07;160.99;82.43;171.43
28.01.2013;150.07;36.32;38.88;43.59;160.29;82.55;171.05
25.01.2013;150.25;36.35;39.48;43.9;160.65;82.72;171.42
24.01.2013;149.41;35.69;39.2;44.04;161.42;83.28;170.94
23.01.2013;149.37;35.44;38.76;44.2;163.21;83.42;170.45
22.01.2013;149.13;35.62;39.08;44.44;163.67;83.38;170.45
18.01.2013;148.33;35.53;39.46;44.51;163.09;83.31;170.51
17.01.2013;148;35.61;39.32;44.41;163.35;83.07;171.09
16.01.2013;147.05;35.16;39.16;44.16;162.65;83.45;170.31
15.01.2013;147.07;35.4;39.64;44.2;162.56;83.35;170.54
14.01.2013;146.97;35.67;39.76;44.39;161.54;83.14;171.47
11.01.2013;147.07;35.59;39.52;44.2;161.06;83.17;170.85
10.01.2013;147.08;35.3;39.4;44.56;161.98;82.91;170.16
09.01.2013;145.92;34.6;39.08;44.17;160.49;83.15;167.84
08.01.2013;145.55;34.54;38.56;43.98;160.56;83.1;167.88
07.01.2013;145.97;34.64;39.08;44.38;159.43;82.9;168.08
04.01.2013;146.37;34.78;39.44;44.72;160.44;82.86;167.34
03.01.2013;145.73;34.48;39.6;44.63;161.2;82.82;167.26
02.01.2013;146.06;35.02;39.96;44.95;163.17;83.24;169.09
31.12.2012;142.41;34.66;39;44.08;162.02;83.63;170.02
28.12.2012;140.03;33.87;38.68;43.44;160.54;84.07;170.02
27.12.2012;141.56;34.56;38.96;43.28;161.16;83.87;169.92
26.12.2012;141.75;34.21;38.92;43.05;160.78;83.7;168.95
24.12.2012;142.35;34.14;38.96;42.92;160.62;83.53;168.95
21.12.2012;142.79;34.37;38.96;43.01;160.33;83.62;168.95
20.12.2012;145.12;34.79;39.2;43.51;159.73;83.39;169.52
19.12.2012;144.29;34.51;38.68;43.25;161.69;83.34;169.30
18.12.2012;145.37;34.53;38.08;43.27;162.08;83.22;169.33
17.12.2012;143.77;34.15;37.9;43.23;164.44;83.55;168.46
14.12.2012;142.11;34;37.56;43.12;164.13;83.99;168.60
13.12.2012;142.63;33.69;37.36;42.93;164.37;83.8;167.59
12.12.2012;143.51;33.77;37.52;43.12;165.77;83.97;167.42
11.12.2012;143.44;33.59;37.36;42.99;165.65;84.32;166.56
10.12.2012;142.47;33.11;37.38;42.77;165.8;84.49;165.78
07.12.2012;142.41;33.15;37.5;42.53;165.16;84.41;165.86
06.12.2012;141.98;33.38;37.38;42.4;164.5;84.65;166.35
05.12.2012;141.5;33.44;37.2;42.09;164.12;84.6;167.64
04.12.2012;141.25;33.36;37.18;41.64;164.42;84.53;167.78
03.12.2012;141.45;33.12;37.16;41.52;166.13;84.39;166.97
30.11.2012;142.16;33.02;37.3;41.53;166.05;84.42;166.24
29.11.2012;142.12;32.92;37.44;41.56;167.18;84.44;165.97
28.11.2012;141.46;32.59;37;41.26;166.55;84.35;165.72
27.11.2012;140.33;32.23;36.94;41.03;168.71;84.24;165.38
26.11.2012;141.05;32.57;37.16;41.39;169.43;84.05;165.82
23.11.2012;141.35;32.6;37.16;41.38;169.61;83.91;165.75
21.11.2012;139.45;31.73;36.72;40.71;167.56;83.95;163.78
20.11.2012;139.19;31.6;36.68;40.79;167.39;84.08;164.83
19.11.2012;139.13;31.45;36.76;40.87;167.87;84.43;164.99
16.11.2012;136.37;30.54;36.24;40.17;165.88;84.6;164.26
15.11.2012;135.7;30.79;35.6;40.05;166.09;84.54;164.74
14.11.2012;135.93;30.65;35.04;39.91;167.14;84.58;164.11
13.11.2012;137.79;30.89;35.48;40.54;167.1;84.56;163.62
12.11.2012;138.26;31.01;35.44;40.91;167.45;84.46;163.78
09.11.2012;138.16;30.92;35.8;40.75;167.82;84.4;163.76
08.11.2012;138.04;30.93;35.8;40.67;167.99;84.4;164.39
07.11.2012;139.72;31.29;35.96;41.19;166.49;84.02;164.47
06.11.2012;142.96;32.04;36.4;41.88;166.3;83.33;164.90
05.11.2012;141.85;31.7;36.32;41.55;163.23;83.71;164.63
02.11.2012;141.56;31.92;36.32;41.35;162.6;83.5;164.94
01.11.2012;142.83;32.3;36.6;41.57;166.07;83.43;166.03
31.10.2012;141.35;31.92;36.22;40.9;166.83;83.6;166.19
26.10.2012;141.35;31.76;36.48;40.96;165.93;83.26;165.63
25.10.2012;141.43;31.63;36.68;41.25;166.02;82.73;165.37
24.10.2012;141.02;31.59;36.4;40.83;164.86;83.04;165.88
23.10.2012;141.42;31.69;36.32;40.79;165.43;83.21;165.92
22.10.2012;143.41;32.56;37.08;41.65;167.58;82.82;166.78
19.10.2012;143.39;32.34;36.56;41.25;166.97;83.1;166.40
18.10.2012;145.82;33.03;37.02;41.9;168.79;82.75;166.87
17.10.2012;146.2;33.18;36.78;42.02;169.54;82.9;167.49
16.10.2012;145.54;32.73;36.6;41.69;169.42;83.42;166.71
15.10.2012;144.08;31.79;36.08;41.26;168.35;83.82;165.54
12.10.2012;142.89;31.44;35.84;41.02;170.06;83.79;165.50
11.10.2012;143.36;31.38;35.8;41.15;171.32;83.79;164.92
10.10.2012;143.28;31.02;35.6;40.77;170.84;83.71;164.32
09.10.2012;144.2;31.1;35.88;41.02;170.99;83.51;164.34
08.10.2012;145.64;31.89;36.48;41.33;172.05;83.68;165.43
05.10.2012;146.14;32.19;36.68;41.7;172.62;83.41;165.89
04.10.2012;146.12;31.92;36.66;41.69;173.61;83.79;165.90
03.10.2012;145.09;31.53;36.24;41.27;172.41;84.12;164.08
02.10.2012;144.5;31.64;36.4;41.55;172.1;84.03;164.05
01.10.2012;144.34;31.38;36.56;41.49;172.29;84.09;163.72
28.09.2012;143.97;31.03;36.68;41.08;171.89;83.93;163.25
27.09.2012;144.64;31.98;37.4;41.33;172.34;83.93;164.11
26.09.2012;143.29;31.59;36.96;40.68;169.81;84.11;163.52
25.09.2012;144.1;32.14;37.34;40.87;170.77;83.76;163.48
24.09.2012;145.65;32.47;37.36;41.49;171.05;83.45;164.15
21.09.2012;145.87;32.7;37.42;41.52;171.96;83.27;164.70
20.09.2012;146.71;32.63;37.24;41.43;171.47;83.09;164.62
19.09.2012;146.7;32.96;37.64;41.68;171.74;83.04;165.04
18.09.2012;146.62;32.76;37.54;41.67;171.72;82.85;164.78
17.09.2012;146.74;33.24;37.48;41.66;170.4;82.64;165.40
14.09.2012;147.24;33.41;37.84;42.12;171.8;82.47;165.36
13.09.2012;146.59;32.95;37.44;41.62;171.31;83.25;163.83
12.09.2012;144.39;32.5;36.84;40.54;167.92;83.01;162.37
11.09.2012;143.91;32.31;36.44;40.36;167.9;83.42;162.05
10.09.2012;143.51;31.62;36.28;39.88;167.29;83.58;160.86
07.09.2012;144.33;32.03;36.28;40.4;168.44;83.54;161.62
06.09.2012;143.77;31.38;35.8;39.49;164.89;83.43;158.78
05.09.2012;140.91;30.22;35.32;38.63;164.31;84;158.88
04.09.2012;141.03;30.19;35.74;38.83;164.48;84.03;158.49
31.08.2012;141.16;30.08;36.24;39.04;164.22;84.23;158.89
30.08.2012;140.49;29.56;36.2;38.68;160.52;83.69;157.92
29.08.2012;141.51;30.03;36.88;39.13;160.59;83.53;158.01
28.08.2012;141.4;30.19;36.76;39.32;161.64;83.59;158.85
27.08.2012;141.54;30.11;37.08;39.4;161.36;83.55;158.21
24.08.2012;141.51;29.93;37.2;39.81;161.97;83.34;158.48
23.08.2012;140.66;29.93;37.24;39.8;161.89;83.38;159.32
22.08.2012;141.82;30.34;37.24;40.17;160.54;83.23;158.67
21.08.2012;141.76;30.37;37.28;40.15;158.83;82.59;158.78
20.08.2012;142.19;30.03;37.28;40.21;157.26;82.52;157.28
17.08.2012;142.18;30;37.36;40.23;156.72;82.47;157.11
16.08.2012;141.99;29.94;37.08;40.43;156.56;82.37;157.06
15.08.2012;140.95;29.36;36.6;40.06;155.63;82.57;156.78
14.08.2012;140.79;29.44;36.8;40.12;155.13;82.99;156.78
13.08.2012;140.77;29.37;36.84;40.12;155.99;83.4;157.10
10.08.2012;140.84;29.39;36.92;40.49;157.18;83.45;156.68
09.08.2012;140.61;29.42;36.88;40.3;156.99;83.21;156.47
08.08.2012;140.49;29.57;36.8;40.13;156.48;83.28;156.87
07.08.2012;140.32;29.76;36.88;40.05;156.28;83.39;156.95
06.08.2012;139.62;29.2;36.44;39.94;156.3;83.83;157.13
03.08.2012;139.35;28.83;36.08;39.69;155.55;83.78;156.34
02.08.2012;136.64;27.05;35.68;38.5;154.13;84.22;154.35
01.08.2012;137.59;28.03;35.84;38.96;155.14;84.02;154.52
31.07.2012;137.71;28.02;35.96;38.89;156.49;84.33;155.71
30.07.2012;138.68;28.12;36;39.06;157.43;84.18;154.48
27.07.2012;138.68;28.19;36.18;39.29;157.54;83.91;154.83
26.07.2012;136.17;27.17;35.56;38.22;156.77;84.52;154.37
25.07.2012;133.96;25.81;35.04;37.37;155.67;84.78;152.88
24.07.2012;133.93;25.47;35.02;37.19;153.52;84.73;151.78
23.07.2012;135.09;26.05;35.36;37.35;153.03;84.57;152.91
20.07.2012;136.47;26.74;35.84;38.35;153.67;84.43;153.80
19.07.2012;137.73;27.8;36.7;38.93;153.38;84.1;155.08
18.07.2012;137.37;27.62;36.44;38.58;153.05;84.23;155.06
17.07.2012;136.36;27.38;36.32;38.68;153.47;84.14;154.89
16.07.2012;135.43;27.13;36.48;38.16;154.21;84.36;154.41
13.07.2012;135.75;27.18;36.64;38.25;154.14;84.17;154.01
12.07.2012;133.51;26.81;36.28;37.53;152.59;84.24;153.37
11.07.2012;134.16;27.04;36.84;38.17;152.99;84.05;153.57
10.07.2012;134.14;26.8;36.76;37.97;152.15;84.12;153.68
09.07.2012;135.32;27.05;37.16;38.4;154.04;84.09;154.35
06.07.2012;135.49;27.07;37.36;38.54;153.71;83.85;154.09
05.07.2012;136.79;27.73;37.52;39.25;155.68;83.56;155.07
03.07.2012;137.41;28.71;38;39.67;157.46;83.34;156.80
02.07.2012;136.51;28.46;37.52;38.89;155.09;83.55;156.25
29.06.2012;136.1;28.22;37.64;38.9;155.19;83.16;156.64
28.06.2012;132.79;26.52;36.88;37.25;151.05;83.55;153.82
27.06.2012;133.17;26.55;36.36;37.42;152.83;83.28;153.76
26.06.2012;131.98;26.23;36.08;37.19;152.62;83.16;154.30
25.06.2012;131.32;26.14;35.68;36.86;153.76;83.35;154.59
22.06.2012;133.46;27.09;36.24;37.56;152.64;82.89;154.96
21.06.2012;132.44;26.75;36;37.44;152.01;83.25;154.55
20.06.2012;135.48;27.45;36.88;39.33;155.97;83.08;155.76
19.06.2012;135.7;27.33;36.54;39.46;157.16;83.25;155.78
18.06.2012;134.4;26.59;36.36;38.84;157.93;83.53;155.07
15.06.2012;134.14;27.05;36.26;38.76;157.84;83.55;155.48
14.06.2012;133.47;27.42;35.76;38.06;157.75;83.17;155.12
13.06.2012;132.07;27.06;35.46;37.79;157.12;83.39;154.22
12.06.2012;132.92;27.18;35.68;37.93;156.46;82.95;154.32
11.06.2012;131.41;26.78;35.26;37.16;155.36;83.4;154.37
08.06.2012;133.1;27.22;35.44;37.7;154.73;83.18;154.43
07.06.2012;132.05;27.09;35.76;38.03;154.5;83.11;154.95
06.06.2012;131.97;27.26;35.98;37.8;157.21;82.91;155.40
05.06.2012;129.07;26.31;35.42;36.72;157.14;83.46;154.31
04.06.2012;128.1;26.35;35;36.63;157.32;83.74;154.77
01.06.2012;128.16;25.83;34.6;36.47;157.5;84.22;154.16
31.05.2012;131.47;26.44;35.56;37.47;151.62;83.51;153.14
30.05.2012;131.76;26.35;35.2;37.31;151.91;83.18;153.23
29.05.2012;133.7;27.3;35.68;37.97;151.02;82.4;154.61
25.05.2012;132.1;27.21;35.24;36.93;152.68;82.47;154.81
24.05.2012;132.53;27.14;35.44;37.11;151.41;82.23;155.12
23.05.2012;132.27;27.37;35.6;37.3;151.62;82.41;155.41
22.05.2012;132.2;27.74;35.88;37.55;152.08;82.19;156.36
21.05.2012;131.97;27.9;35.92;37.95;154.65;82.37;159.27
18.05.2012;129.74;27.22;35.56;37.07;154.55;82.58;159.11
17.05.2012;130.86;27.08;36.08;37.42;152.8;82.64;158.87
16.05.2012;132.83;27.44;35.76;37.94;149.46;82.33;158.98
15.05.2012;133.34;27.57;36.16;38.49;149.74;82.27;159.46
14.05.2012;134.11;28.07;36.62;38.83;151.33;82.24;160.31
11.05.2012;135.61;28.85;37.04;39.73;153.56;81.88;161.69
10.05.2012;136.02;28.95;37.44;40.25;154.77;81.61;161.89
09.05.2012;135.74;28.6;37.28;40.08;154.47;81.73;161.76
08.05.2012;136.55;29.17;37.6;40.61;156;81.66;162.55
07.05.2012;137.1;29.68;37.92;41.26;159.08;81.48;162.86
